"Objektid","Versjonsid","Startdato","Sluttdato","Sist modifisert","Fylkesnavn","Kommunenavn","Fylke","Kommune","Vegkategori","Status","Vegnummer","Hovedparsell","Fra meter","Til meter","Strekningslengde","Alternativ uhellskode","Alvorligste skadegrad","Anmeldelsesnummer","Antall alvorlig skadet","Antall drepte i ulykken","Antall enheter","Antall kjørefelt","Antall lettere skadet","Antall meget alvorlig skadet","Bebyggelse","Behandlende politidistrikt","Beskrivelse","Dekketype","Fartsgrense","Felttype","Føreforhold","Geometri, punkt","Historisk hp","Historisk kilometerverdi","Historisk vegkategori","Historisk vegnummer","Historisk vegstatus","Kilde for ulykken","Kommunenr","Lysforhold","Meldingsdato","Midtdeler","Ok SSB","Oppgitt antall skadde","PunktTilknytning","Registrering status","Registreringsdato for fagdata","Stedfestingens nøyaktighet","Stedsbeskrivelse","Stedsforhold","Temperatur","Uhell kategori","Uhellskode","Ukedag","Ulykke registrert av","Ulykkesdato","Ulykkestidspunkt","Vegbredde","Vegnavn","Vegtype","Værforhold"
"160071478","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1726","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","","POINT (261729.0 6648742.0)","2","1776","Europaveg","18","Eksisterende veg","","301","","","Ja","","1","","","2008-09-18","Nøyaktig","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Fredag","","2008-03-14","15:12","20.9","Festningstunnelen","Motorveg",""
"128466590","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1730","","0.0","","Lettere skadd","","0","0","1","6","4","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261735.0 6648753.0)","2","1780","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","","","","2007-03-27","Tilnærmet","","Tunnel (primært for motorkjøretøy)","5","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Fredag","","2006-03-31","19:27","20.9","E18 vestgående i Festningstunnelen","Vanlig veg/gate","Ukjent"
"86379766","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1735","","0.0","","Lettere skadd","","0","0","5","6","3","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","POINT (261748.569274902 6648764.88964844)","2","1785","Europaveg","18","Eksisterende veg","","301","Dagslys","","","","","","","2004-09-02","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Torsdag","","2004-02-12","09:26","","Festningstunnelen vestgående, 350 m inn i tunnel","Motorveg","God sikt, opphold"
"86437683","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1780","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","","2","1830","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1997-02-10","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring av forankjørende ved skifte av felt til høyre","Onsdag","","1996-01-10","18:10","20.6","Oslo-tunellen, østg. løp, 200m v. avkj. sentr. syd","Vanlig veg/gate","God sikt, opphold"
"86409833","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1800","","0.0","","Lettere skadd","","0","0","1","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","1850","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1998-12-21","","","Tunnel (primært for motorkjøretøy)","3","Bilulykke","Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning","Tirsdag","","1998-11-03","09:50","20.6","Festningstunnelen østgående","Motorveg","God sikt, opphold"
"86437569","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1835","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","1885","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1997-02-17","","","Vegstrekning utenfor kryss/avkjørsel","2","Bilulykke","Skifte av felt til høyre","Tirsdag","","1996-02-13","19:20","21.3","Oslotunellen østg. løp, 250m før avkj. Sentr. vest","Motorveg","Ukjent"
"86374037","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1840","","0.0","","Lettere skadd","","0","0","1","3","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","POINT (261689.952331543 6648865.91455078)","2","1890","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2005-10-12","","","Tunnel (primært for motorkjøretøy)","2","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Lørdag","","2005-03-12","01:20","9.0","E 18, vestgående, 100 m inn i","Motorveg","God sikt, opphold"
"86434780","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1850","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Ukjent","","2","1900","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1997-07-31","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Uhell med uklart forløp mellom kjøretøy med samme kjøreretning","Fredag","","1997-05-16","15:00","21.0","Oslotunnellen østgående løp","Vanlig veg/gate","Ukjent"
"86431451","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1850","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","1900","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1997-12-12","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Onsdag","","1997-01-15","06:40","21.1","Oslotunnelen retn. øst","Motorveg","Ukjent"
"86411965","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1850","","0.0","","Alvorlig skadd","","1","0","1","6","0","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Glatt ellers","","2","1900","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1998-08-28","","","Tunnel (primært for motorkjøretøy)","15","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Tirsdag","","1998-07-07","22:00","21.1","Festningstunnelen","Motorveg","God sikt, nedbør"
"86432411","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1850","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Ukjent","","2","1900","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1997-11-03","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Mandag","","1997-10-06","08:45","21.1","Oslotunnelen retn. vest","Motorveg","God sikt, opphold"
"119372804","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1894","","0.0","","Lettere skadd","","0","0","1","3","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","POINT (261663.0 6648897.0)","2","1944","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Ja","","","","","2007-03-27","Nøyaktig","","Vegstrekning utenfor kryss/avkjørsel","12","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Fredag","","2006-10-06","20:30","21.1","Festningstunellen i bånn østover","Motorveg","God sikt, nedbør"
"272095272","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1900","","0.0","","Lettere skadd","","0","0","1","3","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","POINT (261662.6 6648903.3)","2","1900","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Ja","","1","","","2011-02-10","Nøyaktig","","Tunnel (primært for motorkjøretøy)","7","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i venstrekurve","Onsdag","","2010-11-03","05:45","","Festningstunnelen","Vanlig veg/gate","Ukjent"
"157104391","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1908","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","","POINT (261656.0 6648909.0)","2","1958","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","2","","","2008-03-26","Tilnærmet","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Torsdag","","2008-01-10","15:10","21.1","I Festningstunnelen, inngående","Motorveg",""
"86445570","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1910","","0.0","","Lettere skadd","","0","0","2","","2","0","Ukjent","","","Ukjent","70","Ukjent","Ukjent","","2","1960","Europaveg","18","Eksisterende veg","","301","","","","","","","","1996-05-12","","","Ukjent","","Bilulykke","Påkjøring bakfra","Onsdag","","1995-07-26","12:45","","","Vanlig veg/gate","Ukjent"
"86407376","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1950","","0.0","","Lettere skadd","","0","0","1","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2000","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1999-06-03","","","Tunnel (primært for motorkjøretøy)","8","Bilulykke","Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning","Tirsdag","","1999-01-26","09:05","20.6","Festningstunnelen, 700 m fra åpning retn vest","Motorveg","God sikt, opphold"
"86398162","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1950","","0.0","","Lettere skadd","","0","0","3","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","","2","2000","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2001-01-09","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Onsdag","","2000-11-01","15:45","20.6","Festningstunnelen østg, hvor stigning begynner","Motorveg","Ukjent"
"86460892","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1950","","0.0","","Lettere skadd","","0","0","2","","1","0","Utenfor tettbebyggelse","","","Ukjent","70","Ukjent","Tørr, bar veg","","2","2000","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","","","","Vegstrekning utenfor kryss/avkjørsel","","Bilulykke","Skifte av felt til høyre","Onsdag","","1992-04-22","11:15","","Oslotunnelen","Ukjent","God sikt, opphold"
"86398198","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1950","","0.0","","Lettere skadd","","0","0","2","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","","2","2000","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2001-01-10","","","Tunnel (primært for motorkjøretøy)","5","Bilulykke","Påkjøring bakfra","Onsdag","","2000-11-01","15:38","20.6","Festningstunnelen østg, ca der stigning begynner","Motorveg","God sikt, nedbør"
"449328594","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","1956","","0.0","","Lettere skadd","","0","0","1","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261651.9 6648958.5)","2","1956","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","1","","","2014-05-05","Tilnærmet","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Uhell med uklart forløp hvor enslig kjøretøy kjørte utfor vegen","Onsdag","","2013-08-21","19:18","20.9","Operatunnelen","Motorveg","God sikt, opphold"
"86380319","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2051","","0.0","","Lettere skadd","","0","0","2","6","4","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","POINT (261629.645263672 6649049.24511719)","2","2100","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2004-08-21","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Torsdag","","2004-02-12","15:45","20.8","E18, ca.690m inn i Festningstunnelen retn vest","Motorveg","God sikt, opphold"
"151907914","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2053","","0.0","","Lettere skadd","","0","","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261623.0 6649050.0)","2","2102","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","","","","2007-12-05","Nøyaktig","","Tunnel (primært for motorkjøretøy)","10","Bilulykke","Kjøring i parallelle kjørefelter forøvrig","Lørdag","","2007-11-03","17:43","20.7","Festningstunnelen østgående rett etter bunnen","Motorveg","God sikt, opphold"
"86461600","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2061","","0.0","","Lettere skadd","","0","0","2","","1","0","Innenfor tettbebyggelse","","","Ukjent","50","Ukjent","Våt, bar veg","","2","2110","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","","","","4 armet kryss (X-kryss)","","Fotgjenger eller akende involvert","Fotgjenger krysset kjørebanen foran venstresvingende kjøretøy i kryss","Onsdag","","1992-07-01","23:20","","E18xR.Amund.gt.","Ukjent","Dårlig sikt forøvrig"
"86386984","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2126","","0.0","","Drept","","0","1","1","6","0","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2175","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2003-01-13","","","Tunnel (primært for motorkjøretøy)","4","Bilulykke","Enslig kjøretøy kjørte utfor på høyre side i venstrekurve","Søndag","","2002-12-29","18:28","20.9","Festningstunnelen vestgående, 780 m etter inngang","Motorveg","God sikt, opphold"
"154782005","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2126","","0.0","","Lettere skadd","","0","0","3","3","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261591.0 6649115.0)","2","2175","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","2","","","2008-03-04","Nøyaktig","","Vegstrekning utenfor kryss/avkjørsel","","Bilulykke","Påkjøring bakfra","Torsdag","","2007-12-20","13:29","12.0","ca.midt inne i Festningstunnelen i v.felt østgåend","Motorveg","God sikt, opphold"
"119354073","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2137","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261589.0 6649125.0)","2","2186","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","1","","","2007-04-19","Tilnærmet","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Mandag","","2006-08-07","16:15","","E-18 Festningstunnelen østgående","Vanlig veg/gate","God sikt, opphold"
"86436584","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2151","","0.0","","Lettere skadd","","0","0","1","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2200","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1997-03-21","","","Tunnel (primært for motorkjøretøy)","10","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning","Mandag","","1997-03-03","00:25","20.6","Oslotunellen retning øst.","Motorveg","God sikt, opphold"
"86437653","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2176","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2225","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1997-02-12","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring av parkert kjøretøy på høyre side","Fredag","","1996-02-23","10:25","20.6","Oslotunellen, 100m ø. for laveste pkt., østg. løp.","Vanlig veg/gate","God sikt, opphold"
"86462618","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2201","","0.0","","Lettere skadd","","0","0","2","","1","0","Innenfor tettbebyggelse","","","Ukjent","70","Ukjent","Tørr, bar veg","","2","2250","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","","","","Vegstrekning utenfor kryss/avkjørsel","","Bilulykke","Skifte av felt til høyre","Fredag","","1992-11-13","17:05","","Oslotunnelen","Ukjent","God sikt, opphold"
"86376318","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2201","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261528.0 6649197.19999695)","2","2250","Europaveg","18","Eksisterende veg","","301","","","","","","","","2007-05-04","Nøyaktig","","Tunnel (primært for motorkjøretøy)","0","Bilulykke","Påkjøring bakfra","Tirsdag","","2004-11-30","15:45","18.0","i Festningstunnelen","Motorveg","Ukjent"
"121822933","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2212","","0.0","","Lettere skadd","","0","0","1","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","","POINT (261537.0 6649174.0)","2","2261","Europaveg","18","Eksisterende veg","","301","","","Nei","","1","","","2008-01-21","Nøyaktig","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Fredag","","2007-01-05","19:14","21.0","E18 østg, Festningstunnelen v/45 metersmerket","Motorveg",""
"151905270","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2235","","0.0","","Drept","","0","1","1","6","0","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261515.0 6649191.0)","2","2284","Europaveg","18","Eksisterende veg","","301","Dagslys","","Nei","","","","","2013-01-04","Nøyaktig","","Tunnel (primært for motorkjøretøy)","-2","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Tirsdag","","2007-11-27","20:45","21.0","Festningstunnelen østgående","Motorveg","God sikt, opphold"
"86455720","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2251","","0.0","","Lettere skadd","","0","0","2","","1","0","Ukjent","","","Asfalt, oljegrus","70","Ukjent","Tørr, bar veg","","2","2300","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1996-05-05","","","Ukjent","","Bilulykke","Skifte av felt til høyre","Fredag","","1994-10-28","15:10","","","Vanlig veg/gate","God sikt, opphold"
"86407970","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2251","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2300","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1999-04-09","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Tirsdag","","1999-03-02","12:50","20.7","Festningstunnelen, 900 m før østlig utg.","Motorveg","God sikt, opphold"
